gene_id	ranks.Parkin
ENSG00000178882	5.1650022615283
ENSG00000070729	5.15704622504026
ENSG00000183087	5.15447070347657
ENSG00000261754	5.15306452019907
ENSG00000059758	5.11892620085576
ENSG00000165272	5.11846877612187
ENSG00000107731	5.11647093393052
ENSG00000196378	5.11455949059455
ENSG00000172382	5.10926073236857
ENSG00000106615	5.09817925715104
ENSG00000237512	5.07891479812605
ENSG00000007255	5.07694158044716
ENSG00000197119	5.05042612434313
ENSG00000170293	5.04913997990116
ENSG00000172731	5.02671431466152
ENSG00000130005	5.01555027538941
ENSG00000115665	5.00712264667404
ENSG00000120068	4.997280830692
ENSG00000182580	4.99363509589006
ENSG00000144596	4.99133033627721
ENSG00000138767	4.98751665443272
ENSG00000291615	4.98174188785302
ENSG00000134574	4.97987350731179
ENSG00000151445	4.97070569407672
ENSG00000291006	4.969769322673
ENSG00000026950	4.95352731416741
ENSG00000067177	4.94980293427476
ENSG00000108773	4.94420503972327
ENSG00000136848	4.94171934532507
ENSG00000163285	4.94152594221961
ENSG00000281333	4.93654652286679
ENSG00000108771	4.92344978392479
ENSG00000140450	4.90985402579094
ENSG00000266904	4.89049100703302
ENSG00000231441	4.88309549894977
ENSG00000113100	4.86814349939468
ENSG00000124374	4.86568456534943
ENSG00000166823	4.85238798817654
ENSG00000117983	4.84199902837265
ENSG00000145901	4.83726533044472
ENSG00000104783	4.83329499097817
ENSG00000144451	4.82893591008113
ENSG00000170891	4.82829434152667
ENSG00000166105	4.82204795242212
ENSG00000105996	4.8209301555762
ENSG00000122643	4.81898668061871
ENSG00000250565	4.80771526123774
ENSG00000137288	4.79984711614241
ENSG00000141542	4.7981371997058
ENSG00000114115	4.79432331997018
ENSG00000304497	4.79368024011416
ENSG00000279453	4.79274741843958
ENSG00000309256	4.7798414777278
ENSG00000149295	4.77528981406872
ENSG00000187690	4.76740554973646
ENSG00000101098	4.7667824233883
ENSG00000102181	4.75830707729213
ENSG00000226686	4.75361320246748
ENSG00000181523	4.74994109378825
ENSG00000100528	4.73542136396555
ENSG00000185760	4.73455427510208
ENSG00000154620	4.72636571011835
ENSG00000186675	4.72007128940423
ENSG00000205143	4.71630544590654
ENSG00000198939	4.71627114417492
ENSG00000072858	4.71519524026434
ENSG00000259291	4.71398691737993
ENSG00000166619	4.70482703272617
ENSG00000269893	4.70393361839992
ENSG00000167264	4.70348380673119
ENSG00000309262	4.68155799258625
ENSG00000126858	4.67572826811984
ENSG00000133247	4.64385687557097
ENSG00000138080	4.63529876682319
ENSG00000006118	4.6125386836293
ENSG00000109323	4.60245511195757
ENSG00000110446	4.59754285563731
ENSG00000248508	4.59057966811529
ENSG00000268751	4.58501782369274
ENSG00000290775	4.57826954023978
ENSG00000289521	4.57081663015444
ENSG00000205209	4.56722095794646
ENSG00000109705	4.55703582477238
ENSG00000205403	4.54252306278237
ENSG00000149084	4.54007115038675
ENSG00000214145	4.53743278494312
ENSG00000138835	4.52727836823846
ENSG00000153551	4.51924759463974
ENSG00000164258	4.51634829057314
ENSG00000242265	4.50841916734289
ENSG00000230148	4.50231375974914
ENSG00000168661	4.50177987566169
ENSG00000272808	4.49961335829672
ENSG00000204681	4.49242779175347
ENSG00000259417	4.48777667596171
ENSG00000087116	4.4865589082596
ENSG00000301968	4.47723541218618
ENSG00000284713	4.47434364726288
ENSG00000101162	4.472482960622
ENSG00000161798	4.46272062111708
ENSG00000154229	4.44948713236571
ENSG00000147677	4.44771575763205
ENSG00000265972	4.44094135204887
ENSG00000132670	4.42950144010863
ENSG00000145979	4.40263982892904
ENSG00000185963	4.39402586288635
ENSG00000152779	4.38510163884791
ENSG00000197756	4.38361500651878
ENSG00000079257	4.38014406485873
ENSG00000241359	4.37971208012196
ENSG00000272888	4.37704534053171
ENSG00000105426	4.37166465303064
ENSG00000206535	4.37090012163859
ENSG00000103502	4.36698642761382
ENSG00000136404	4.36292415581217
ENSG00000212864	4.36157764430927
ENSG00000165171	4.35083089342695
ENSG00000235162	4.34774564762803
ENSG00000129219	4.34742654420522
ENSG00000182993	4.33047293037518
ENSG00000262772	4.32689666040341
ENSG00000175203	4.31994837747827
ENSG00000246705	4.30941291420525
ENSG00000277200	4.30887241744844
ENSG00000099889	4.29927664345891
ENSG00000110881	4.29537826392508
ENSG00000298285	4.29071346185853
ENSG00000213693	4.28966463270592
ENSG00000181666	4.28471814376564
ENSG00000131558	4.26317832450429
ENSG00000177728	4.26233585867918
ENSG00000142920	4.25851173279804
ENSG00000155093	4.25350979585936
ENSG00000289594	4.25192196806356
ENSG00000111341	4.24583915059639
ENSG00000225553	4.2447411224389
ENSG00000004660	4.24390027546796
ENSG00000173598	4.24042237026693
ENSG00000278012	4.23639501995207
ENSG00000010379	4.23343585875831
ENSG00000134762	4.2321573370047
ENSG00000299199	4.22373362684192
ENSG00000152556	4.20708668882146
ENSG00000181513	4.19850621588593
ENSG00000286736	4.19564455899639
ENSG00000106524	4.19455909072861
ENSG00000105700	4.1844066371689
ENSG00000189046	4.18347422272504
ENSG00000162344	4.17649093400274
ENSG00000162191	4.17613014047283
ENSG00000029639	4.16760694153297
ENSG00000101417	4.16490102295759
ENSG00000225177	4.16420693770293
ENSG00000163251	4.16374938071322
ENSG00000131094	4.1591446571234
ENSG00000271888	4.1579156422406
ENSG00000055118	4.14977911746715
ENSG00000084092	4.14949392823229
ENSG00000267809	4.13409330139653
ENSG00000149499	4.13111379939363
ENSG00000184185	4.12838421126731
ENSG00000273987	4.11743591715907
ENSG00000290911	4.11500467060914
ENSG00000125864	4.11471243946444
ENSG00000198453	4.11374024749137
ENSG00000100092	4.11019487405674
ENSG00000148218	4.10926034742544
ENSG00000274137	4.10882373288252
ENSG00000275703	4.10758937558629
ENSG00000266907	4.10059117608833
ENSG00000059691	4.09602260162504
ENSG00000166825	4.09594124909084
ENSG00000162620	4.09438819231523
ENSG00000132437	4.08907719703741
ENSG00000184277	4.08481445709356
ENSG00000173401	4.08370993190283
ENSG00000274320	4.08254884359687
ENSG00000257086	4.08026725691305
ENSG00000166405	4.07633059034698
